National Historic Site,Fort Union Trading Post,"Two States: MT,ND","
Between 1828 and 1867, Fort Union was the most important fur trade post on the Upper Missouri River. Here, the Assiniboine and six other Northern Plains Indian Tribes exchanged buffalo robes and smaller furs for goods from around the world, including cloth, guns, blankets, and beads. A bastion of peaceful coexistence, the post annually traded over 25,000 buffalo robes and $100,000 in merchandise.
","MT,ND"
National Historic Site,Knife River Indian Villages,"Stanton, ND","
Earthlodge people hunted bison and other game, but were in essence farmers living in villages along the Missouri and its tributaries. The site was a major Native American trade center for hundreds of years prior to becoming an important market place for fur traders after 1750.
",ND
National Historic Trail,Lewis & Clark,"Eleven States: ID,IL,IA,KS,MO,MT,NE,ND,OR,SD,WA","
Between May 1804 and September 1806, 31 men, one woman, and a baby traveled from the plains of the Midwest to the shores of the Pacific Ocean. They called themselves the Corps of Discovery. In their search for a water route to the Pacific Ocean, they opened a window into the west for the young United States.
Read the Lewis and Clark Pups blog, the Newfie News!
","ID,IL,IA,KS,MO,MT,NE,ND,OR,SD,WA"
National Scenic Trail,North Country,"Seven States-New York to North Dakota MI,MN,ND,NY,OH,PA,WI","
Come to the North Country. Trek the hills and valleys. Lakes and streams remain from glaciers 10,000 years before. Here you’ll find clear-flowing water, the red and gold of autumn, a fairyland of snow, wide open prairies, and distant horizons. Historic sites along the way tell the story of how America settled and grew as a nation. From New York to North Dakota, you're never far from adventure.
","MI,MN,NY,ND,OH,PA,WI"
National Park,Theodore Roosevelt,"Medora, ND (South Unit). The North Unit is located 15 miles south of Watford City, ND","
When Theodore Roosevelt came to Dakota Territory to hunt bison in 1883, he was a skinny, young, spectacled dude from New York. He could not have imagined how his adventure in this remote and unfamiliar place would forever alter the course of the nation. The rugged landscape and strenuous life that TR experienced here would help shape a conservation policy that we still benefit from today.
",ND
National Monument,Charles Young Buffalo Soldiers,"Xenia, OH","
Throughout his life, Charles Young overcame countless obstacles in his ascent to prominence.  In spite of overt racism and stifling inequality, Young rose through the military ranks to become one of the most respected leaders of his time.  A well-rounded man with a steadfast devotion to duty, Young led by example and inspired a generation of new leaders.
",OH
National Park,Cuyahoga Valley,"Cleveland and Akron, OH","
Though a short distance from the urban areas of Cleveland and Akron, Cuyahoga Valley National Park seems worlds away. The park is a refuge for native plants and wildlife, and provides routes of discovery for visitors. The winding Cuyahoga River gives way to deep forests, rolling hills, and open farmlands. Walk or ride the Towpath Trail to follow the historic route of the Ohio & Erie Canal.
",OH
National Memorial,David Berger,"Beachwood, OH","
This site honors the memory of David Berger, an American citizen who was one of 11 Israeli athletes killed at the 1972 Olympic Games in Munich, Germany. David had no expectations of winning a medal but joined the Israeli weightlifting team to realize his dream - a dream which ended tragically. The Memorial is dedicated to his memory and the memory of the ten other athletes.
",OH
National Historical Park,Dayton Aviation Heritage,"Dayton, OH","
Three exceptional men from Dayton, Ohio, Wilbur Wright, Orville Wright and Paul Laurence Dunbar, found their creative outlet here through accomplishments and failures, and finally success. However, these men offered the world something far greater, they offered the world hope, and the ability to take a dream and make it a reality.
",OH
National Historic Site,Fallen Timbers Battlefield and Fort Miamis,"Toledo, OH","
The Battle of Fallen Timbers was the culminating event that demonstrated the tenacity of the American people in their quest for western expansion and the struggle for dominance in the Old Northwest Territory. The events resulted in the dispossession of American Indian tribes and a loss of colonial territory for the British military and settlers.
",OH
National Historic Site,First Ladies,"Canton, OH","
Two properties, the home of First Lady Ida Saxton McKinley and the seven story 1895 City Bank Building, are preserved at this site, which honors the lives and accomplishment of our nation's First Ladies. The site is managed by the National Park Service and operated by the National First Ladies Library.
",OH
National Historical Park,Hopewell Culture,"Chillicothe, OH","
Earthen mounds and embankments forming huge geometric enclosures grace the landscape of the Ohio River Valley. These monumental structures were built by Native American hands almost 2,000 years ago. Hopewellian people gathered at these earthworks for feasts, funerals and rites of passage.  Come learn about these sacred spaces and reflect upon the lives of these American Indians.
",OH
National Historic Site,James A Garfield,"Mentor, OH","
A front porch can serve many purposes. For some, a place to enjoy the breeze on a warm summer night. For others, a perch from which to keep eyes on what's happening in their neighborhood. In 1880, James Garfield used his front porch as a platform to greet thousands of well-wishers during his presidential campaign. Today, the porch serves as a gateway to the story of the Garfield family.
",OH
Heritage Area,National Aviation,"Dayton, OH","
Aviation is chock-full of tradition & history and nowhere will you find a richer collection of aviation than here, the birthplace of aviation.  From the straightforward bicycle shops that fostered the Wright brothers' flying ambitions to the complex spacecraft that carried man to the moon, the National Aviation Heritage Area has everything you need to learn about this country’s aviation legacy.
",OH
National Scenic Trail,North Country,"Seven States-New York to North Dakota MI,MN,ND,NY,OH,PA,WI","
Come to the North Country. Trek the hills and valleys. Lakes and streams remain from glaciers 10,000 years before. Here you’ll find clear-flowing water, the red and gold of autumn, a fairyland of snow, wide open prairies, and distant horizons. Historic sites along the way tell the story of how America settled and grew as a nation. From New York to North Dakota, you're never far from adventure.
","MI,MN,NY,ND,OH,PA,WI"
Memorial,Perry's Victory & International Peace,"Put-in-Bay, OH","
Perry's Victory and International Peace Memorial was established to honor those who fought in the Battle of Lake Erie, during the War of 1812, and to celebrate the long-lasting peace among Great Britain, Canada and the U.S. The Memorial, a Doric column, rising 352 feet over Lake Erie is situated 5 miles from the longest undefended border in the world.
",OH
National Historic Site,William Howard Taft,"Cincinnati, OH","
High atop one of Cincinnati's most prominent hilltops stands the two-story Greek Revival house where William Howard Taft was born and grew up. Hard work, a good education, and an interest in civic duty are attributes that made the Taft family outstanding leaders over the years. The environment that shaped Taft's character and philosophy  is highlighted  on a visit to the site.
",OH
